"Notes"	"Year"	"Year Code"	"Month"	"Month Code"	"State"	"State Code"	"County"	"County Code"	Deaths	Population	Crude Rate
	"2016"	"2016"	"Dec., 2016"	"2016/12"	"California"	"06"	"Tuolumne County, CA"	"06109"	11	Not Applicable	Not Applicable
	"2016"	"2016"	"Dec., 2016"	"2016/12"	"California"	"06"	"Ventura County, CA"	"06111"	26	Not Applicable	Not Applicable
"Total"	"2016"	"2016"	"Dec., 2016"	"2016/12"	"California"	"06"			1155	Not Applicable	Not Applicable
	"2016"	"2016"	"Dec., 2016"	"2016/12"	"Oregon"	"41"	"Clackamas County, OR"	"41005"	13	Not Applicable	Not Applicable
	"2016"	"2016"	"Dec., 2016"	"2016/12"	"Oregon"	"41"	"Douglas County, OR"	"41019"	12	Not Applicable	Not Applicable
	"2016"	"2016"	"Dec., 2016"	"2016/12"	"Oregon"	"41"	"Lane County, OR"	"41039"	15	Not Applicable	Not Applicable
	"2016"	"2016"	"Dec., 2016"	"2016/12"	"Oregon"	"41"	"Linn County, OR"	"41043"	10	Not Applicable	Not Applicable
	"2016"	"2016"	"Dec., 2016"	"2016/12"	"Oregon"	"41"	"Marion County, OR"	"41047"	10	Not Applicable	Not Applicable
	"2016"	"2016"	"Dec., 2016"	"2016/12"	"Oregon"	"41"	"Multnomah County, OR"	"41051"	27	Not Applicable	Not Applicable
	"2016"	"2016"	"Dec., 2016"	"2016/12"	"Oregon"	"41"	"Washington County, OR"	"41067"	10	Not Applicable	Not Applicable
"Total"	"2016"	"2016"	"Dec., 2016"	"2016/12"	"Oregon"	"41"			166	Not Applicable	Not Applicable
	"2016"	"2016"	"Dec., 2016"	"2016/12"	"Washington"	"53"	"Clark County, WA"	"53011"	18	Not Applicable	Not Applicable
	"2016"	"2016"	"Dec., 2016"	"2016/12"	"Washington"	"53"	"Cowlitz County, WA"	"53015"	14	Not Applicable	Not Applicable
	"2016"	"2016"	"Dec., 2016"	"2016/12"	"Washington"	"53"	"King County, WA"	"53033"	48	Not Applicable	Not Applicable
	"2016"	"2016"	"Dec., 2016"	"2016/12"	"Washington"	"53"	"Kitsap County, WA"	"53035"	13	Not Applicable	Not Applicable
	"2016"	"2016"	"Dec., 2016"	"2016/12"	"Washington"	"53"	"Pierce County, WA"	"53053"	30	Not Applicable	Not Applicable
	"2016"	"2016"	"Dec., 2016"	"2016/12"	"Washington"	"53"	"Snohomish County, WA"	"53061"	26	Not Applicable	Not Applicable
	"2016"	"2016"	"Dec., 2016"	"2016/12"	"Washington"	"53"	"Spokane County, WA"	"53063"	21	Not Applicable	Not Applicable
	"2016"	"2016"	"Dec., 2016"	"2016/12"	"Washington"	"53"	"Thurston County, WA"	"53067"	16	Not Applicable	Not Applicable
	"2016"	"2016"	"Dec., 2016"	"2016/12"	"Washington"	"53"	"Whatcom County, WA"	"53073"	10	Not Applicable	Not Applicable
"Total"	"2016"	"2016"	"Dec., 2016"	"2016/12"	"Washington"	"53"			285	Not Applicable	Not Applicable
"Total"	"2016"	"2016"	"Dec., 2016"	"2016/12"					1606	Not Applicable	Not Applicable
"Total"	"2016"	"2016"							17088	Not Applicable	Not Applicable
	"2017"	"2017"	"Jan., 2017"	"2017/01"	"California"	"06"	"Alameda County, CA"	"06001"	57	Not Applicable	Not Applicable
	"2017"	"2017"	"Jan., 2017"	"2017/01"	"California"	"06"	"Butte County, CA"	"06007"	18	Not Applicable	Not Applicable
	"2017"	"2017"	"Jan., 2017"	"2017/01"	"California"	"06"	"Contra Costa County, CA"	"06013"	46	Not Applicable	Not Applicable
	"2017"	"2017"	"Jan., 2017"	"2017/01"	"California"	"06"	"El Dorado County, CA"	"06017"	15	Not Applicable	Not Applicable
	"2017"	"2017"	"Jan., 2017"	"2017/01"	"California"	"06"	"Fresno County, CA"	"06019"	30	Not Applicable	Not Applicable
	"2017"	"2017"	"Jan., 2017"	"2017/01"	"California"	"06"	"Humboldt County, CA"	"06023"	11	Not Applicable	Not Applicable
	"2017"	"2017"	"Jan., 2017"	"2017/01"	"California"	"06"	"Kern County, CA"	"06029"	44	Not Applicable	Not Applicable
	"2017"	"2017"	"Jan., 2017"	"2017/01"	"California"	"06"	"Los Angeles County, CA"	"06037"	333	Not Applicable	Not Applicable
	"2017"	"2017"	"Jan., 2017"	"2017/01"	"California"	"06"	"Marin County, CA"	"06041"	12	Not Applicable	Not Applicable
	"2017"	"2017"	"Jan., 2017"	"2017/01"	"California"	"06"	"Merced County, CA"	"06047"	10	Not Applicable	Not Applicable
	"2017"	"2017"	"Jan., 2017"	"2017/01"	"California"	"06"	"Monterey County, CA"	"06053"	17	Not Applicable	Not Applicable
	"2017"	"2017"	"Jan., 2017"	"2017/01"	"California"	"06"	"Napa County, CA"	"06055"	10	Not Applicable	Not Applicable
	"2017"	"2017"	"Jan., 2017"	"2017/01"	"California"	"06"	"Orange County, CA"	"06059"	98	Not Applicable	Not Applicable
	"2017"	"2017"	"Jan., 2017"	"2017/01"	"California"	"06"	"Placer County, CA"	"06061"	15	Not Applicable	Not Applicable
	"2017"	"2017"	"Jan., 2017"	"2017/01"	"California"	"06"	"Riverside County, CA"	"06065"	101	Not Applicable	Not Applicable
	"2017"	"2017"	"Jan., 2017"	"2017/01"	"California"	"06"	"Sacramento County, CA"	"06067"	75	Not Applicable	Not Applicable
	"2017"	"2017"	"Jan., 2017"	"2017/01"	"California"	"06"	"San Benito County, CA"	"06069"	10	Not Applicable	Not Applicable
	"2017"	"2017"	"Jan., 2017"	"2017/01"	"California"	"06"	"San Bernardino County, CA"	"06071"	100	Not Applicable	Not Applicable
	"2017"	"2017"	"Jan., 2017"	"2017/01"	"California"	"06"	"San Diego County, CA"	"06073"	84	Not Applicable	Not Applicable
	"2017"	"2017"	"Jan., 2017"	"2017/01"	"California"	"06"	"San Francisco County, CA"	"06075"	31	Not Applicable	Not Applicable
	"2017"	"2017"	"Jan., 2017"	"2017/01"	"California"	"06"	"San Joaquin County, CA"	"06077"	36	Not Applicable	Not Applicable
	"2017"	"2017"	"Jan., 2017"	"2017/01"	"California"	"06"	"San Luis Obispo County, CA"	"06079"	15	Not Applicable	Not Applicable
	"2017"	"2017"	"Jan., 2017"	"2017/01"	"California"	"06"	"San Mateo County, CA"	"06081"	26	Not Applicable	Not Applicable
	"2017"	"2017"	"Jan., 2017"	"2017/01"	"California"	"06"	"Santa Barbara County, CA"	"06083"	18	Not Applicable	Not Applicable
	"2017"	"2017"	"Jan., 2017"	"2017/01"	"California"	"06"	"Santa Clara County, CA"	"06085"	35	Not Applicable	Not Applicable
	"2017"	"2017"	"Jan., 2017"	"2017/01"	"California"	"06"	"Shasta County, CA"	"06089"	20	Not Applicable	Not Applicable
	"2017"	"2017"	"Jan., 2017"	"2017/01"	"California"	"06"	"Solano County, CA"	"06095"	19	Not Applicable	Not Applicable
	"2017"	"2017"	"Jan., 2017"	"2017/01"	"California"	"06"	"Sonoma County, CA"	"06097"	23	Not Applicable	Not Applicable
	"2017"	"2017"	"Jan., 2017"	"2017/01"	"California"	"06"	"Stanislaus County, CA"	"06099"	41	Not Applicable	Not Applicable
	"2017"	"2017"	"Jan., 2017"	"2017/01"	"California"	"06"	"Tulare County, CA"	"06107"	18	Not Applicable	Not Applicable
	"2017"	"2017"	"Jan., 2017"	"2017/01"	"California"	"06"	"Ventura County, CA"	"06111"	37	Not Applicable	Not Applicable
"Total"	"2017"	"2017"	"Jan., 2017"	"2017/01"	"California"	"06"			1496	Not Applicable	Not Applicable
	"2017"	"2017"	"Jan., 2017"	"2017/01"	"Oregon"	"41"	"Clackamas County, OR"	"41005"	19	Not Applicable	Not Applicable
	"2017"	"2017"	"Jan., 2017"	"2017/01"	"Oregon"	"41"	"Coos County, OR"	"41011"	10	Not Applicable	Not Applicable
	"2017"	"2017"	"Jan., 2017"	"2017/01"	"Oregon"	"41"	"Deschutes County, OR"	"41017"	10	Not Applicable	Not Applicable
	"2017"	"2017"	"Jan., 2017"	"2017/01"	"Oregon"	"41"	"Douglas County, OR"	"41019"	13	Not Applicable	Not Applicable
	"2017"	"2017"	"Jan., 2017"	"2017/01"	"Oregon"	"41"	"Jackson County, OR"	"41029"	11	Not Applicable	Not Applicable
	"2017"	"2017"	"Jan., 2017"	"2017/01"	"Oregon"	"41"	"Lane County, OR"	"41039"	17	Not Applicable	Not Applicable
	"2017"	"2017"	"Jan., 2017"	"2017/01"	"Oregon"	"41"	"Marion County, OR"	"41047"	12	Not Applicable	Not Applicable
	"2017"	"2017"	"Jan., 2017"	"2017/01"	"Oregon"	"41"	"Multnomah County, OR"	"41051"	33	Not Applicable	Not Applicable
	"2017"	"2017"	"Jan., 2017"	"2017/01"	"Oregon"	"41"	"Washington County, OR"	"41067"	11	Not Applicable	Not Applicable
"Total"	"2017"	"2017"	"Jan., 2017"	"2017/01"	"Oregon"	"41"			190	Not Applicable	Not Applicable
	"2017"	"2017"	"Jan., 2017"	"2017/01"	"Washington"	"53"	"Benton County, WA"	"53005"	11	Not Applicable	Not Applicable
	"2017"	"2017"	"Jan., 2017"	"2017/01"	"Washington"	"53"	"Chelan County, WA"	"53007"	10	Not Applicable	Not Applicable
	"2017"	"2017"	"Jan., 2017"	"2017/01"	"Washington"	"53"	"Clark County, WA"	"53011"	15	Not Applicable	Not Applicable
	"2017"	"2017"	"Jan., 2017"	"2017/01"	"Washington"	"53"	"Cowlitz County, WA"	"53015"	15	Not Applicable	Not Applicable
	"2017"	"2017"	"Jan., 2017"	"2017/01"	"Washington"	"53"	"King County, WA"	"53033"	53	Not Applicable	Not Applicable
	"2017"	"2017"	"Jan., 2017"	"2017/01"	"Washington"	"53"	"Kitsap County, WA"	"53035"	17	Not Applicable	Not Applicable
	"2017"	"2017"	"Jan., 2017"	"2017/01"	"Washington"	"53"	"Pierce County, WA"	"53053"	42	Not Applicable	Not Applicable
	"2017"	"2017"	"Jan., 2017"	"2017/01"	"Washington"	"53"	"Skagit County, WA"	"53057"	10	Not Applicable	Not Applicable
	"2017"	"2017"	"Jan., 2017"	"2017/01"	"Washington"	"53"	"Snohomish County, WA"	"53061"	34	Not Applicable	Not Applicable
	"2017"	"2017"	"Jan., 2017"	"2017/01"	"Washington"	"53"	"Spokane County, WA"	"53063"	38	Not Applicable	Not Applicable
	"2017"	"2017"	"Jan., 2017"	"2017/01"	"Washington"	"53"	"Thurston County, WA"	"53067"	11	Not Applicable	Not Applicable
	"2017"	"2017"	"Jan., 2017"	"2017/01"	"Washington"	"53"	"Yakima County, WA"	"53077"	11	Not Applicable	Not Applicable
"Total"	"2017"	"2017"	"Jan., 2017"	"2017/01"	"Washington"	"53"			335	Not Applicable	Not Applicable
"Total"	"2017"	"2017"	"Jan., 2017"	"2017/01"					2021	Not Applicable	Not Applicable
	"2017"	"2017"	"Feb., 2017"	"2017/02"	"California"	"06"	"Alameda County, CA"	"06001"	29	Not Applicable	Not Applicable
	"2017"	"2017"	"Feb., 2017"	"2017/02"	"California"	"06"	"Butte County, CA"	"06007"	16	Not Applicable	Not Applicable
	"2017"	"2017"	"Feb., 2017"	"2017/02"	"California"	"06"	"Contra Costa County, CA"	"06013"	29	Not Applicable	Not Applicable
	"2017"	"2017"	"Feb., 2017"	"2017/02"	"California"	"06"	"Fresno County, CA"	"06019"	32	Not Applicable	Not Applicable
	"2017"	"2017"	"Feb., 2017"	"2017/02"	"California"	"06"	"Kern County, CA"	"06029"	33	Not Applicable	Not Applicable
	"2017"	"2017"	"Feb., 2017"	"2017/02"	"California"	"06"	"Los Angeles County, CA"	"06037"	261	Not Applicable	Not Applicable
	"2017"	"2017"	"Feb., 2017"	"2017/02"	"California"	"06"	"Marin County, CA"	"06041"	10	Not Applicable	Not Applicable
	"2017"	"2017"	"Feb., 2017"	"2017/02"	"California"	"06"	"Merced County, CA"	"06047"	10	Not Applicable	Not Applicable
	"2017"	"2017"	"Feb., 2017"	"2017/02"	"California"	"06"	"Monterey County, CA"	"06053"	16	Not Applicable	Not Applicable
	"2017"	"2017"	"Feb., 2017"	"2017/02"	"California"	"06"	"Orange County, CA"	"06059"	106	Not Applicable	Not Applicable
	"2017"	"2017"	"Feb., 2017"	"2017/02"	"California"	"06"	"Placer County, CA"	"06061"	17	Not Applicable	Not Applicable
	"2017"	"2017"	"Feb., 2017"	"2017/02"	"California"	"06"	"Riverside County, CA"	"06065"	95	Not Applicable	Not Applicable
	"2017"	"2017"	"Feb., 2017"	"2017/02"	"California"	"06"	"Sacramento County, CA"	"06067"	47	Not Applicable	Not Applicable
	"2017"	"2017"	"Feb., 2017"	"2017/02"	"California"	"06"	"San Bernardino County, CA"	"06071"	78	Not Applicable	Not Applicable
	"2017"	"2017"	"Feb., 2017"	"2017/02"	"California"	"06"	"San Diego County, CA"	"06073"	85	Not Applicable	Not Applicable
	"2017"	"2017"	"Feb., 2017"	"2017/02"	"California"	"06"	"San Francisco County, CA"	"06075"	20	Not Applicable	Not Applicable
	"2017"	"2017"	"Feb., 2017"	"2017/02"	"California"	"06"	"San Joaquin County, CA"	"06077"	31	Not Applicable	Not Applicable
	"2017"	"2017"	"Feb., 2017"	"2017/02"	"California"	"06"	"San Luis Obispo County, CA"	"06079"	16	Not Applicable	Not Applicable
	"2017"	"2017"	"Feb., 2017"	"2017/02"	"California"	"06"	"San Mateo County, CA"	"06081"	16	Not Applicable	Not Applicable
	"2017"	"2017"	"Feb., 2017"	"2017/02"	"California"	"06"	"Santa Barbara County, CA"	"06083"	14	Not Applicable	Not Applicable
	"2017"	"2017"	"Feb., 2017"	"2017/02"	"California"	"06"	"Santa Clara County, CA"	"06085"	22	Not Applicable	Not Applicable
	"2017"	"2017"	"Feb., 2017"	"2017/02"	"California"	"06"	"Shasta County, CA"	"06089"	16	Not Applicable	Not Applicable
	"2017"	"2017"	"Feb., 2017"	"2017/02"	"California"	"06"	"Solano County, CA"	"06095"	17	Not Applicable	Not Applicable
	"2017"	"2017"	"Feb., 2017"	"2017/02"	"California"	"06"	"Sonoma County, CA"	"06097"	16	Not Applicable	Not Applicable
	"2017"	"2017"	"Feb., 2017"	"2017/02"	"California"	"06"	"Stanislaus County, CA"	"06099"	18	Not Applicable	Not Applicable
	"2017"	"2017"	"Feb., 2017"	"2017/02"	"California"	"06"	"Tulare County, CA"	"06107"	18	Not Applicable	Not Applicable
	"2017"	"2017"	"Feb., 2017"	"2017/02"	"California"	"06"	"Ventura County, CA"	"06111"	21	Not Applicable	Not Applicable
"Total"	"2017"	"2017"	"Feb., 2017"	"2017/02"	"California"	"06"			1174	Not Applicable	Not Applicable
	"2017"	"2017"	"Feb., 2017"	"2017/02"	"Oregon"	"41"	"Jackson County, OR"	"41029"	20	Not Applicable	Not Applicable
	"2017"	"2017"	"Feb., 2017"	"2017/02"	"Oregon"	"41"	"Lane County, OR"	"41039"	18	Not Applicable	Not Applicable
	"2017"	"2017"	"Feb., 2017"	"2017/02"	"Oregon"	"41"	"Marion County, OR"	"41047"	16	Not Applicable	Not Applicable
	"2017"	"2017"	"Feb., 2017"	"2017/02"	"Oregon"	"41"	"Multnomah County, OR"	"41051"	25	Not Applicable	Not Applicable
"Total"	"2017"	"2017"	"Feb., 2017"	"2017/02"	"Oregon"	"41"			160	Not Applicable	Not Applicable
	"2017"	"2017"	"Feb., 2017"	"2017/02"	"Washington"	"53"	"Benton County, WA"	"53005"	12	Not Applicable	Not Applicable
	"2017"	"2017"	"Feb., 2017"	"2017/02"	"Washington"	"53"	"Clark County, WA"	"53011"	22	Not Applicable	Not Applicable
	"2017"	"2017"	"Feb., 2017"	"2017/02"	"Washington"	"53"	"Cowlitz County, WA"	"53015"	15	Not Applicable	Not Applicable
	"2017"	"2017"	"Feb., 2017"	"2017/02"	"Washington"	"53"	"King County, WA"	"53033"	45	Not Applicable	Not Applicable
	"2017"	"2017"	"Feb., 2017"	"2017/02"	"Washington"	"53"	"Pierce County, WA"	"53053"	41	Not Applicable	Not Applicable
	"2017"	"2017"	"Feb., 2017"	"2017/02"	"Washington"	"53"	"Snohomish County, WA"	"53061"	27	Not Applicable	Not Applicable
	"2017"	"2017"	"Feb., 2017"	"2017/02"	"Washington"	"53"	"Spokane County, WA"	"53063"	21	Not Applicable	Not Applicable
	"2017"	"2017"	"Feb., 2017"	"2017/02"	"Washington"	"53"	"Thurston County, WA"	"53067"	15	Not Applicable	Not Applicable
	"2017"	"2017"	"Feb., 2017"	"2017/02"	"Washington"	"53"	"Yakima County, WA"	"53077"	16	Not Applicable	Not Applicable
"Total"	"2017"	"2017"	"Feb., 2017"	"2017/02"	"Washington"	"53"			298	Not Applicable	Not Applicable
"Total"	"2017"	"2017"	"Feb., 2017"	"2017/02"					1632	Not Applicable	Not Applicable
	"2017"	"2017"	"Mar., 2017"	"2017/03"	"California"	"06"	"Alameda County, CA"	"06001"	33	Not Applicable	Not Applicable
	"2017"	"2017"	"Mar., 2017"	"2017/03"	"California"	"06"	"Butte County, CA"	"06007"	14	Not Applicable	Not Applicable
	"2017"	"2017"	"Mar., 2017"	"2017/03"	"California"	"06"	"Contra Costa County, CA"	"06013"	29	Not Applicable	Not Applicable
	"2017"	"2017"	"Mar., 2017"	"2017/03"	"California"	"06"	"El Dorado County, CA"	"06017"	14	Not Applicable	Not Applicable
	"2017"	"2017"	"Mar., 2017"	"2017/03"	"California"	"06"	"Fresno County, CA"	"06019"	27	Not Applicable	Not Applicable
	"2017"	"2017"	"Mar., 2017"	"2017/03"	"California"	"06"	"Kern County, CA"	"06029"	34	Not Applicable	Not Applicable
	"2017"	"2017"	"Mar., 2017"	"2017/03"	"California"	"06"	"Los Angeles County, CA"	"06037"	254	Not Applicable	Not Applicable
	"2017"	"2017"	"Mar., 2017"	"2017/03"	"California"	"06"	"Merced County, CA"	"06047"	13	Not Applicable	Not Applicable
	"2017"	"2017"	"Mar., 2017"	"2017/03"	"California"	"06"	"Monterey County, CA"	"06053"	14	Not Applicable	Not Applicable
	"2017"	"2017"	"Mar., 2017"	"2017/03"	"California"	"06"	"Orange County, CA"	"06059"	112	Not Applicable	Not Applicable
	"2017"	"2017"	"Mar., 2017"	"2017/03"	"California"	"06"	"Placer County, CA"	"06061"	23	Not Applicable	Not Applicable
	"2017"	"2017"	"Mar., 2017"	"2017/03"	"California"	"06"	"Riverside County, CA"	"06065"	96	Not Applicable	Not Applicable
	"2017"	"2017"	"Mar., 2017"	"2017/03"	"California"	"06"	"Sacramento County, CA"	"06067"	46	Not Applicable	Not Applicable
	"2017"	"2017"	"Mar., 2017"	"2017/03"	"California"	"06"	"San Bernardino County, CA"	"06071"	87	Not Applicable	Not Applicable
	"2017"	"2017"	"Mar., 2017"	"2017/03"	"California"	"06"	"San Diego County, CA"	"06073"	95	Not Applicable	Not Applicable
	"2017"	"2017"	"Mar., 2017"	"2017/03"	"California"	"06"	"San Francisco County, CA"	"06075"	19	Not Applicable	Not Applicable
	"2017"	"2017"	"Mar., 2017"	"2017/03"	"California"	"06"	"San Joaquin County, CA"	"06077"	42	Not Applicable	Not Applicable
	"2017"	"2017"	"Mar., 2017"	"2017/03"	"California"	"06"	"San Luis Obispo County, CA"	"06079"	18	Not Applicable	Not Applicable
	"2017"	"2017"	"Mar., 2017"	"2017/03"	"California"	"06"	"San Mateo County, CA"	"06081"	17	Not Applicable	Not Applicable
	"2017"	"2017"	"Mar., 2017"	"2017/03"	"California"	"06"	"Santa Barbara County, CA"	"06083"	20	Not Applicable	Not Applicable
	"2017"	"2017"	"Mar., 2017"	"2017/03"	"California"	"06"	"Santa Clara County, CA"	"06085"	40	Not Applicable	Not Applicable
	"2017"	"2017"	"Mar., 2017"	"2017/03"	"California"	"06"	"Shasta County, CA"	"06089"	23	Not Applicable	Not Applicable
	"2017"	"2017"	"Mar., 2017"	"2017/03"	"California"	"06"	"Solano County, CA"	"06095"	15	Not Applicable	Not Applicable
	"2017"	"2017"	"Mar., 2017"	"2017/03"	"California"	"06"	"Sonoma County, CA"	"06097"	19	Not Applicable	Not Applicable
	"2017"	"2017"	"Mar., 2017"	"2017/03"	"California"	"06"	"Stanislaus County, CA"	"06099"	19	Not Applicable	Not Applicable
	"2017"	"2017"	"Mar., 2017"	"2017/03"	"California"	"06"	"Ventura County, CA"	"06111"	28	Not Applicable	Not Applicable
"Total"	"2017"	"2017"	"Mar., 2017"	"2017/03"	"California"	"06"			1244	Not Applicable	Not Applicable
	"2017"	"2017"	"Mar., 2017"	"2017/03"	"Oregon"	"41"	"Clackamas County, OR"	"41005"	12	Not Applicable	Not Applicable
	"2017"	"2017"	"Mar., 2017"	"2017/03"	"Oregon"	"41"	"Douglas County, OR"	"41019"	11	Not Applicable	Not Applicable
	"2017"	"2017"	"Mar., 2017"	"2017/03"	"Oregon"	"41"	"Jackson County, OR"	"41029"	12	Not Applicable	Not Applicable
	"2017"	"2017"	"Mar., 2017"	"2017/03"	"Oregon"	"41"	"Josephine County, OR"	"41033"	12	Not Applicable	Not Applicable
	"2017"	"2017"	"Mar., 2017"	"2017/03"	"Oregon"	"41"	"Lane County, OR"	"41039"	24	Not Applicable	Not Applicable
	"2017"	"2017"	"Mar., 2017"	"2017/03"	"Oregon"	"41"	"Marion County, OR"	"41047"	11	Not Applicable	Not Applicable
	"2017"	"2017"	"Mar., 2017"	"2017/03"	"Oregon"	"41"	"Multnomah County, OR"	"41051"	28	Not Applicable	Not Applicable
	"2017"	"2017"	"Mar., 2017"	"2017/03"	"Oregon"	"41"	"Washington County, OR"	"41067"	15	Not Applicable	Not Applicable
"Total"	"2017"	"2017"	"Mar., 2017"	"2017/03"	"Oregon"	"41"			192	Not Applicable	Not Applicable
	"2017"	"2017"	"Mar., 2017"	"2017/03"	"Washington"	"53"	"Benton County, WA"	"53005"	12	Not Applicable	Not Applicable
	"2017"	"2017"	"Mar., 2017"	"2017/03"	"Washington"	"53"	"Clark County, WA"	"53011"	22	Not Applicable	Not Applicable
	"2017"	"2017"	"Mar., 2017"	"2017/03"	"Washington"	"53"	"King County, WA"	"53033"	46	Not Applicable	Not Applicable
	"2017"	"2017"	"Mar., 2017"	"2017/03"	"Washington"	"53"	"Kitsap County, WA"	"53035"	19	Not Applicable	Not Applicable
	"2017"	"2017"	"Mar., 2017"	"2017/03"	"Washington"	"53"	"Pierce County, WA"	"53053"	31	Not Applicable	Not Applicable
	"2017"	"2017"	"Mar., 2017"	"2017/03"	"Washington"	"53"	"Snohomish County, WA"	"53061"	35	Not Applicable	Not Applicable
	"2017"	"2017"	"Mar., 2017"	"2017/03"	"Washington"	"53"	"Spokane County, WA"	"53063"	29	Not Applicable	Not Applicable
	"2017"	"2017"	"Mar., 2017"	"2017/03"	"Washington"	"53"	"Thurston County, WA"	"53067"	11	Not Applicable	Not Applicable
	"2017"	"2017"	"Mar., 2017"	"2017/03"	"Washington"	"53"	"Whatcom County, WA"	"53073"	12	Not Applicable	Not Applicable
	"2017"	"2017"	"Mar., 2017"	"2017/03"	"Washington"	"53"	"Yakima County, WA"	"53077"	11	Not Applicable	Not Applicable
"Total"	"2017"	"2017"	"Mar., 2017"	"2017/03"	"Washington"	"53"			291	Not Applicable	Not Applicable
"Total"	"2017"	"2017"	"Mar., 2017"	"2017/03"					1727	Not Applicable	Not Applicable
	"2017"	"2017"	"Apr., 2017"	"2017/04"	"California"	"06"	"Alameda County, CA"	"06001"	29	Not Applicable	Not Applicable
	"2017"	"2017"	"Apr., 2017"	"2017/04"	"California"	"06"	"Butte County, CA"	"06007"	15	Not Applicable	Not Applicable
	"2017"	"2017"	"Apr., 2017"	"2017/04"	"California"	"06"	"Contra Costa County, CA"	"06013"	33	Not Applicable	Not Applicable
	"2017"	"2017"	"Apr., 2017"	"2017/04"	"California"	"06"	"Fresno County, CA"	"06019"	31	Not Applicable	Not Applicable
	"2017"	"2017"	"Apr., 2017"	"2017/04"	"California"	"06"	"Kern County, CA"	"06029"	24	Not Applicable	Not Applicable
	"2017"	"2017"	"Apr., 2017"	"2017/04"	"California"	"06"	"Los Angeles County, CA"	"06037"	269	Not Applicable	Not Applicable
	"2017"	"2017"	"Apr., 2017"	"2017/04"	"California"	"06"	"Marin County, CA"	"06041"	10	Not Applicable	Not Applicable
	"2017"	"2017"	"Apr., 2017"	"2017/04"	"California"	"06"	"Merced County, CA"	"06047"	10	Not Applicable	Not Applicable
	"2017"	"2017"	"Apr., 2017"	"2017/04"	"California"	"06"	"Orange County, CA"	"06059"	90	Not Applicable	Not Applicable
	"2017"	"2017"	"Apr., 2017"	"2017/04"	"California"	"06"	"Placer County, CA"	"06061"	16	Not Applicable	Not Applicable
	"2017"	"2017"	"Apr., 2017"	"2017/04"	"California"	"06"	"Riverside County, CA"	"06065"	77	Not Applicable	Not Applicable
	"2017"	"2017"	"Apr., 2017"	"2017/04"	"California"	"06"	"Sacramento County, CA"	"06067"	60	Not Applicable	Not Applicable
	"2017"	"2017"	"Apr., 2017"	"2017/04"	"California"	"06"	"San Bernardino County, CA"	"06071"	69	Not Applicable	Not Applicable
	"2017"	"2017"	"Apr., 2017"	"2017/04"	"California"	"06"	"San Diego County, CA"	"06073"	89	Not Applicable	Not Applicable
	"2017"	"2017"	"Apr., 2017"	"2017/04"	"California"	"06"	"San Francisco County, CA"	"06075"	20	Not Applicable	Not Applicable
	"2017"	"2017"	"Apr., 2017"	"2017/04"	"California"	"06"	"San Joaquin County, CA"	"06077"	22	Not Applicable	Not Applicable
	"2017"	"2017"	"Apr., 2017"	"2017/04"	"California"	"06"	"San Luis Obispo County, CA"	"06079"	16	Not Applicable	Not Applicable
	"2017"	"2017"	"Apr., 2017"	"2017/04"	"California"	"06"	"San Mateo County, CA"	"06081"	19	Not Applicable	Not Applicable
	"2017"	"2017"	"Apr., 2017"	"2017/04"	"California"	"06"	"Santa Barbara County, CA"	"06083"	13	Not Applicable	Not Applicable
	"2017"	"2017"	"Apr., 2017"	"2017/04"	"California"	"06"	"Santa Clara County, CA"	"06085"	28	Not Applicable	Not Applicable
	"2017"	"2017"	"Apr., 2017"	"2017/04"	"California"	"06"	"Solano County, CA"	"06095"	12	Not Applicable	Not Applicable
	"2017"	"2017"	"Apr., 2017"	"2017/04"	"California"	"06"	"Sonoma County, CA"	"06097"	14	Not Applicable	Not Applicable
	"2017"	"2017"	"Apr., 2017"	"2017/04"	"California"	"06"	"Stanislaus County, CA"	"06099"	19	Not Applicable	Not Applicable
	"2017"	"2017"	"Apr., 2017"	"2017/04"	"California"	"06"	"Tulare County, CA"	"06107"	13	Not Applicable	Not Applicable
	"2017"	"2017"	"Apr., 2017"	"2017/04"	"California"	"06"	"Ventura County, CA"	"06111"	24	Not Applicable	Not Applicable
"Total"	"2017"	"2017"	"Apr., 2017"	"2017/04"	"California"	"06"			1129	Not Applicable	Not Applicable
	"2017"	"2017"	"Apr., 2017"	"2017/04"	"Oregon"	"41"	"Clackamas County, OR"	"41005"	11	Not Applicable	Not Applicable
	"2017"	"2017"	"Apr., 2017"	"2017/04"	"Oregon"	"41"	"Lane County, OR"	"41039"	19	Not Applicable	Not Applicable
	"2017"	"2017"	"Apr., 2017"	"2017/04"	"Oregon"	"41"	"Multnomah County, OR"	"41051"	26	Not Applicable	Not Applicable
"Total"	"2017"	"2017"	"Apr., 2017"	"2017/04"	"Oregon"	"41"			162	Not Applicable	Not Applicable
	"2017"	"2017"	"Apr., 2017"	"2017/04"	"Washington"	"53"	"Clark County, WA"	"53011"	21	Not Applicable	Not Applicable
	"2017"	"2017"	"Apr., 2017"	"2017/04"	"Washington"	"53"	"King County, WA"	"53033"	46	Not Applicable	Not Applicable
	"2017"	"2017"	"Apr., 2017"	"2017/04"	"Washington"	"53"	"Kitsap County, WA"	"53035"	14	Not Applicable	Not Applicable
	"2017"	"2017"	"Apr., 2017"	"2017/04"	"Washington"	"53"	"Pierce County, WA"	"53053"	29	Not Applicable	Not Applicable
